firm_id,city_id,industry_id,size_class,employees,revenue_million,profit_million,profit_margin,tfp,agglomeration_spillover,export_ratio,rd_ratio,supply_chain_distance,age,city_population
2686,31,19,medium,478,0.04,0.01,0.165,1.891,0.258,0.103,0.031,7.4,4,946.03
2687,143,14,small,20,0.0,0.0,0.127,0.725,0.163,0.063,0.016,174.0,11,178.51
2688,29,11,micro,17,0.0,0.0,0.411,0.752,0.129,0.071,0.012,195.4,2,110.86
2689,31,3,medium,16,0.0,0.0,0.259,0.529,0.318,0.18,0.078,2.2,11,946.03
2690,113,18,small,29,0.0,0.0,0.515,1.504,0.301,0.257,0.034,6.0,9,1742.79
2691,3,12,small,7,0.0,0.0,0.067,1.016,0.21,0.152,0.018,36.8,3,680.64
2692,113,9,micro,12,0.0,0.0,0.084,1.35,0.244,0.202,0.041,3.2,5,1742.79
2693,2,17,small,42,0.0,0.0,0.068,0.963,0.228,0.207,0.022,3.2,15,283.64
2694,125,19,micro,12,0.0,0.0,0.124,0.942,0.258,0.087,0.028,48.8,11,1326.71
2695,72,7,micro,17,0.0,0.0,0.19,0.777,0.189,0.199,0.03,43.8,3,143.19
2696,20,10,large,75,0.01,0.0,0.228,1.661,0.244,0.094,0.035,8.8,29,642.68
2697,162,2,small,8,0.0,0.0,0.108,1.7,0.189,0.081,0.068,48.1,3,472.76
2698,89,19,large,210,0.02,0.01,0.296,1.71,0.163,0.096,0.017,12.3,1,247.96
2699,106,2,small,12,0.0,0.0,0.158,0.839,0.189,0.156,0.063,1.1,5,978.66
2700,86,18,small,12,0.0,0.0,0.369,1.825,0.228,0.022,0.015,11.6,2,370.7
2701,20,3,micro,40,0.0,0.0,0.149,1.263,0.189,0.131,0.062,33.5,2,642.68
2702,106,18,small,32,0.0,0.0,0.329,0.736,0.292,0.138,0.021,36.3,10,978.66
2703,138,9,medium,96,0.01,0.0,0.354,1.242,0.129,0.2,0.015,116.7,2,334.79
2704,179,11,small,42,0.0,0.0,0.113,1.139,0.357,0.253,0.041,64.9,20,1808.04
2705,157,0,small,17,0.0,0.0,0.326,0.953,0.129,0.177,0.059,3.2,9,238.37
2706,17,7,medium,264,0.02,0.0,0.084,1.709,0.129,0.2,0.032,23.5,3,203.21
2707,40,9,medium,179,0.01,0.0,0.093,1.351,0.21,0.086,0.029,28.6,10,310.59
2708,6,0,medium,35,0.0,0.0,0.359,1.394,0.21,0.042,0.062,45.7,8,719.97
2709,31,13,small,134,0.01,0.0,0.584,0.925,0.27,0.124,0.026,97.0,6,946.03
2710,113,16,micro,3,0.0,0.0,0.575,0.688,0.258,0.19,0.04,5.3,6,1742.79
2711,55,0,small,6,0.0,0.0,0.141,0.922,0.189,0.216,0.059,31.8,34,376.64
2712,135,9,small,23,0.0,0.0,0.491,0.985,0.228,0.067,0.037,58.8,15,699.2
2713,4,0,small,5,0.0,0.0,0.247,0.843,0.163,0.174,0.054,7.4,2,117.43
2714,175,17,medium,31,0.0,0.0,0.245,0.736,0.189,0.167,0.016,51.6,6,339.4
2715,141,3,micro,18,0.0,0.0,0.184,1.279,0.189,0.112,0.058,20.3,5,548.48
2716,188,1,micro,19,0.0,0.0,0.266,1.116,0.129,0.05,0.053,22.6,21,63.64
2717,184,17,small,11,0.0,0.0,0.349,0.892,0.163,0.101,0.017,14.1,12,118.69
2718,143,8,medium,359,0.04,0.01,0.266,1.565,0.129,0.064,0.021,29.1,16,178.51
2719,36,1,large,130,0.0,0.0,0.09,0.63,0.163,0.2,0.061,0.5,2,182.89
2720,55,12,small,12,0.0,0.0,0.45,0.794,0.163,0.154,0.018,4.9,36,376.64
2721,67,14,micro,9,0.0,0.0,0.035,0.8,0.21,0.15,0.015,43.1,14,404.86
2722,102,11,micro,7,0.0,0.0,0.324,0.82,0.163,0.061,0.021,1.3,6,105.35
2723,122,6,small,11,0.0,0.0,0.084,0.473,0.228,0.233,0.017,92.2,16,603.53
2724,141,8,micro,12,0.0,0.0,0.308,1.366,0.163,0.196,0.033,0.1,24,548.48
2725,15,19,medium,67,0.01,0.0,0.252,0.628,0.129,0.203,0.023,26.0,5,84.58
2726,125,10,medium,104,0.0,0.0,0.357,0.949,0.301,0.185,0.044,39.4,13,1326.71
2727,7,7,medium,15,0.0,0.0,0.133,0.786,0.163,0.193,0.023,66.5,19,319.72
2728,167,14,micro,16,0.0,0.0,0.151,1.11,0.258,0.227,0.04,6.6,8,989.1
2729,6,1,large,98,0.01,0.01,0.389,0.872,0.282,0.197,0.073,21.4,16,719.97
2730,89,5,medium,62,0.0,0.0,0.428,1.593,0.163,0.193,0.026,171.6,5,247.96
2731,98,4,small,82,0.0,0.0,0.173,0.723,0.21,0.014,0.064,75.7,4,149.17
2732,122,13,small,79,0.0,0.0,0.29,1.349,0.228,0.123,0.033,140.5,17,603.53
2733,20,12,medium,91,0.0,0.0,0.169,0.898,0.228,0.201,0.029,0.8,3,642.68
2734,179,15,small,10,0.0,0.0,0.181,1.773,0.326,0.119,0.047,5.7,5,1808.04
2735,87,8,micro,2,0.0,0.0,0.525,1.068,0.163,0.13,0.019,85.3,8,206.18
2736,90,3,micro,13,0.0,0.0,0.296,1.032,0.129,0.052,0.061,37.8,37,163.54
2737,59,3,large,63,0.0,0.0,0.002,1.052,0.163,0.178,0.066,16.2,1,393.68
2738,162,17,small,6,0.0,0.0,0.108,1.946,0.21,0.08,0.02,87.1,8,472.76
2739,2,1,small,9,0.0,0.0,0.336,0.747,0.163,0.02,0.065,80.3,2,283.64
2740,24,11,small,14,0.0,0.0,0.195,1.938,0.129,0.194,0.015,6.2,19,86.11
2741,109,4,micro,42,0.0,0.0,0.191,0.935,0.129,0.204,0.068,18.8,2,137.77
2742,187,4,micro,12,0.0,0.0,0.305,1.159,0.163,0.134,0.064,5.8,26,137.99
2743,6,1,micro,31,0.0,0.0,0.187,1.414,0.282,0.049,0.069,6.5,5,719.97
2744,8,19,medium,14,0.0,0.0,0.679,0.962,0.129,0.061,0.014,39.8,7,92.81
2745,149,1,small,42,0.0,0.0,0.345,0.976,0.163,0.153,0.055,24.7,20,199.73
2746,156,2,small,103,0.01,0.0,0.501,1.642,0.189,0.122,0.077,39.2,3,958.89
2747,179,7,medium,58,0.0,0.0,0.466,1.119,0.368,0.285,0.048,14.8,5,1808.04
2748,122,9,micro,18,0.0,0.0,0.06,0.874,0.258,0.167,0.033,156.3,6,603.53
2749,91,19,medium,126,0.01,0.0,0.341,1.09,0.244,0.037,0.023,7.3,1,390.98
2750,106,4,large,109,0.01,0.0,0.134,1.66,0.258,0.119,0.065,12.9,2,978.66
2751,105,14,micro,5,0.0,0.0,0.166,0.772,0.163,0.019,0.028,70.3,12,222.31
2752,191,13,small,10,0.0,0.0,0.268,0.86,0.189,0.192,0.029,13.3,1,349.46
2753,86,10,large,128,0.0,0.0,0.172,0.633,0.21,0.046,0.028,100.7,27,370.7
2754,20,5,small,19,0.0,0.0,0.225,1.043,0.21,0.227,0.023,61.2,19,642.68
2755,70,3,medium,48,0.0,0.0,0.317,0.856,0.163,0.038,0.062,60.8,5,213.02
2756,185,3,micro,40,0.0,0.0,0.246,0.797,0.228,0.216,0.07,5.5,4,303.08
2757,103,6,micro,36,0.0,0.0,0.535,0.895,0.129,0.057,0.021,6.0,10,66.53
2758,73,2,medium,73,0.0,0.0,0.531,1.306,0.189,0.131,0.06,68.5,7,709.56
2759,72,19,medium,33,0.0,0.0,0.332,1.178,0.129,0.044,0.031,13.0,8,143.19
2760,2,8,small,11,0.0,0.0,0.34,1.34,0.21,0.105,0.015,11.5,1,283.64
2761,129,10,small,4,0.0,0.0,0.156,0.713,0.163,0.071,0.021,8.9,1,89.7
2762,152,12,micro,12,0.0,0.0,0.218,0.815,0.129,0.128,0.025,8.2,5,75.19
2763,81,3,micro,9,0.0,0.0,0.117,1.06,0.129,0.186,0.055,17.8,15,212.11
2764,177,9,medium,231,0.0,0.0,0.237,1.145,0.244,0.045,0.018,58.3,6,634.94
2765,156,1,small,7,0.0,0.0,0.276,0.732,0.292,0.154,0.077,99.0,2,958.89
2766,125,19,small,20,0.0,0.0,0.037,1.092,0.258,0.075,0.027,26.3,17,1326.71
2767,145,9,medium,123,0.01,0.01,0.56,1.502,0.189,0.139,0.026,125.2,7,324.35
2768,159,0,micro,10,0.0,0.0,0.449,0.831,0.189,0.147,0.056,16.3,10,286.16
2769,113,11,micro,3,0.0,0.0,0.173,1.49,0.378,0.178,0.044,13.8,14,1742.79
2770,91,2,large,171,0.01,0.0,0.297,0.772,0.189,0.101,0.065,14.1,2,390.98
2771,31,15,small,75,0.0,0.0,0.104,1.954,0.31,0.089,0.031,14.8,9,946.03
2772,91,19,medium,2,0.0,0.0,0.38,1.079,0.244,0.209,0.029,83.9,6,390.98
2773,118,18,small,29,0.0,0.0,0.176,1.121,0.189,0.043,0.018,91.7,3,465.37
2774,183,8,micro,19,0.0,0.0,0.17,1.402,0.163,0.089,0.029,49.9,22,240.44
2775,34,14,micro,8,0.0,0.0,0.288,1.123,0.129,0.093,0.019,9.4,8,337.83
2776,156,3,micro,1,0.0,0.0,0.142,0.775,0.292,0.155,0.065,21.3,8,958.89
2777,59,1,micro,18,0.0,0.0,0.173,1.187,0.163,0.029,0.056,47.6,6,393.68
2778,185,16,small,14,0.0,0.0,0.387,0.989,0.129,0.065,0.015,50.2,9,303.08
2779,125,13,small,29,0.0,0.0,0.623,1.133,0.31,0.24,0.027,66.7,11,1326.71
2780,105,18,medium,75,0.0,0.0,0.687,0.907,0.129,0.208,0.013,6.9,8,222.31
2781,78,18,small,40,0.01,0.0,0.264,1.574,0.129,0.171,0.027,55.8,5,162.68
2782,51,6,small,72,0.0,0.0,0.267,0.689,0.129,0.194,0.025,81.0,9,100.98
2783,149,6,small,83,0.0,0.0,0.505,1.048,0.129,0.201,0.029,29.2,6,199.73
2784,131,8,medium,289,0.01,0.0,0.474,0.642,0.129,0.187,0.022,137.1,9,158.95
2785,179,13,micro,7,0.0,0.0,0.039,1.048,0.346,0.225,0.036,15.1,3,1808.04
2786,125,0,small,98,0.0,0.0,0.285,1.008,0.27,0.179,0.084,25.2,5,1326.71
2787,40,10,large,150,0.01,0.0,0.526,1.162,0.189,0.103,0.017,24.1,2,310.59
2788,141,0,micro,6,0.0,0.0,0.206,0.686,0.21,0.162,0.064,22.0,5,548.48
2789,177,9,small,41,0.0,0.0,0.24,1.532,0.244,0.147,0.032,45.4,1,634.94
2790,195,1,medium,133,0.01,0.0,0.176,0.966,0.129,0.067,0.063,43.2,4,218.18
2791,141,11,micro,8,0.0,0.0,0.425,0.68,0.27,0.213,0.019,3.0,6,548.48
2792,70,6,small,15,0.0,0.0,0.355,1.033,0.129,0.144,0.02,49.2,6,213.02
2793,120,9,medium,117,0.01,0.0,0.116,1.418,0.163,0.111,0.019,3.3,5,327.35
2794,113,19,small,7,0.0,0.0,0.14,1.445,0.31,0.181,0.042,4.7,10,1742.79
2795,113,6,small,16,0.0,0.0,0.435,1.276,0.31,0.236,0.038,1.6,7,1742.79
2796,17,14,small,34,0.0,0.0,0.516,1.769,0.189,0.141,0.03,17.2,19,203.21
2797,48,13,small,6,0.0,0.0,0.441,1.189,0.163,0.071,0.014,12.2,35,209.27
2798,113,17,small,10,0.0,0.0,0.28,1.366,0.326,0.238,0.038,27.8,1,1742.79
2799,164,6,micro,20,0.0,0.0,0.288,1.32,0.21,0.025,0.014,85.2,39,388.92
2800,46,1,medium,6,0.0,0.0,0.063,1.086,0.129,0.099,0.056,12.0,37,93.63
2801,39,19,small,37,0.0,0.0,0.057,0.929,0.129,0.033,0.029,63.9,4,180.7
2802,157,7,small,38,0.0,0.0,0.038,1.616,0.163,0.097,0.015,2.4,9,238.37
2803,142,3,medium,20,0.0,0.0,0.182,0.848,0.129,0.023,0.06,9.7,3,29.74
2804,113,18,medium,50,0.0,0.0,0.414,1.06,0.301,0.153,0.031,47.3,3,1742.79
2805,6,3,micro,14,0.0,0.0,0.439,0.874,0.228,0.058,0.065,3.6,3,719.97
2806,111,10,micro,13,0.0,0.0,0.029,0.969,0.129,0.047,0.026,53.9,23,144.53
2807,167,15,large,272,0.02,0.01,0.389,0.957,0.27,0.129,0.03,75.6,11,989.1
2808,2,14,small,7,0.0,0.0,0.239,0.742,0.163,0.166,0.021,73.7,21,283.64
2809,22,0,medium,24,0.0,0.0,0.64,0.968,0.129,0.2,0.064,81.9,21,158.78
2810,166,4,small,51,0.01,0.0,0.242,1.134,0.21,0.184,0.06,17.5,1,337.67
2811,113,17,medium,25,0.0,0.0,0.211,0.942,0.326,0.284,0.044,42.8,1,1742.79
2812,136,11,small,8,0.0,0.0,0.13,0.703,0.163,0.006,0.018,22.7,8,67.81
2813,156,13,large,26,0.0,0.0,0.441,0.91,0.282,0.072,0.03,19.6,11,958.89
2814,71,8,small,9,0.0,0.0,0.428,0.861,0.21,0.223,0.031,107.6,1,690.93
2815,71,14,small,8,0.0,0.0,0.185,0.895,0.21,0.132,0.022,210.7,15,690.93
2816,65,5,micro,46,0.0,0.0,0.497,0.763,0.244,0.163,0.017,11.5,1,576.08
2817,40,4,medium,42,0.0,0.0,0.184,1.309,0.129,0.019,0.066,2.5,6,310.59
2818,71,19,large,134,0.03,0.0,0.128,1.648,0.258,0.076,0.018,18.4,7,690.93
2819,184,3,micro,17,0.0,0.0,0.623,1.147,0.129,0.107,0.055,97.2,11,118.69
2820,20,19,small,5,0.0,0.0,0.274,1.237,0.228,0.067,0.019,77.5,7,642.68
2821,59,18,micro,6,0.0,0.0,0.113,0.734,0.163,0.166,0.016,68.0,1,393.68
2822,73,14,large,168,0.0,0.0,0.172,0.709,0.189,0.132,0.02,75.4,20,709.56
2823,34,11,large,193,0.02,0.0,0.197,0.878,0.189,0.076,0.025,33.8,7,337.83
2824,17,0,micro,7,0.0,0.0,0.327,0.846,0.129,0.192,0.053,157.1,9,203.21
2825,39,12,large,87,0.01,0.0,0.37,1.191,0.129,0.195,0.025,68.7,3,180.7
2826,113,15,small,3,0.0,0.0,0.37,1.753,0.339,0.206,0.047,4.6,3,1742.79
2827,125,14,small,16,0.0,0.0,0.273,0.932,0.301,0.251,0.044,71.6,8,1326.71
2828,54,3,small,11,0.0,0.0,0.436,1.012,0.258,0.058,0.055,7.0,7,416.13
2829,113,10,medium,55,0.0,0.0,0.155,0.995,0.301,0.164,0.04,1.9,13,1742.79
2830,1,11,medium,206,0.03,0.0,0.175,1.836,0.129,0.164,0.018,36.0,27,129.25
2831,125,13,large,107,0.01,0.0,0.251,1.473,0.31,0.26,0.038,17.9,12,1326.71
2832,0,16,medium,71,0.01,0.0,0.413,1.586,0.189,0.155,0.025,358.2,19,243.89
2833,133,13,small,10,0.0,0.0,0.173,1.242,0.189,0.164,0.018,36.5,20,238.31
2834,113,2,medium,240,0.02,0.0,0.125,0.998,0.387,0.276,0.083,96.3,9,1742.79
2835,25,0,micro,2,0.0,0.0,0.292,1.312,0.129,0.022,0.057,16.0,9,165.82
2836,20,2,large,13,0.0,0.0,0.276,2.301,0.21,0.227,0.066,19.2,1,642.68
2837,1,0,micro,40,0.0,0.0,0.302,0.513,0.129,0.031,0.068,33.4,10,129.25
2838,118,8,medium,109,0.01,0.0,0.511,1.173,0.228,0.216,0.024,11.9,4,465.37
2839,166,5,micro,2,0.0,0.0,0.541,1.611,0.21,0.091,0.024,35.2,15,337.67
2840,175,0,small,78,0.0,0.0,0.12,1.488,0.189,0.136,0.071,84.8,4,339.4
2841,122,1,small,7,0.0,0.0,0.072,0.672,0.228,0.074,0.065,0.9,6,603.53
2842,179,7,small,19,0.0,0.0,0.339,1.296,0.368,0.29,0.039,1.1,11,1808.04
2843,175,18,micro,5,0.0,0.0,0.151,0.92,0.189,0.155,0.024,90.5,5,339.4
2844,145,19,small,8,0.0,0.0,0.159,1.364,0.21,0.187,0.016,83.3,2,324.35
2845,82,1,small,13,0.0,0.0,0.064,1.268,0.228,0.112,0.068,20.4,14,650.6
2846,167,16,large,373,0.05,0.01,0.317,1.663,0.258,0.123,0.025,20.0,6,989.1
2847,89,9,micro,96,0.01,0.0,0.15,0.989,0.163,0.089,0.026,31.1,10,247.96
2848,91,12,small,58,0.0,0.0,0.107,1.189,0.129,0.049,0.029,7.9,16,390.98
2849,141,10,small,55,0.0,0.0,0.31,0.999,0.163,0.191,0.034,59.5,4,548.48
2850,179,18,micro,121,0.0,0.0,0.169,0.691,0.301,0.271,0.032,63.8,1,1808.04
2851,113,9,medium,52,0.0,0.0,0.113,0.758,0.244,0.133,0.04,20.0,8,1742.79
2852,43,3,small,18,0.0,0.0,0.219,1.07,0.129,0.074,0.053,165.6,3,109.83
2853,31,15,medium,15,0.0,0.0,0.473,2.004,0.31,0.248,0.037,19.0,4,946.03
2854,71,10,small,14,0.0,0.0,0.61,1.019,0.129,0.058,0.036,30.4,10,690.93
2855,106,2,micro,10,0.0,0.0,0.173,0.59,0.189,0.159,0.064,82.6,5,978.66
2856,71,9,small,23,0.0,0.0,0.521,0.97,0.244,0.06,0.033,7.0,32,690.93
2857,149,13,small,4,0.0,0.0,0.365,1.088,0.129,0.184,0.03,59.0,1,199.73
2858,118,5,medium,101,0.01,0.0,0.066,0.848,0.189,0.2,0.034,59.1,3,465.37
2859,93,18,medium,32,0.0,0.0,0.176,0.907,0.129,0.014,0.021,111.9,4,106.95
2860,54,16,micro,20,0.0,0.0,0.242,1.621,0.163,0.186,0.024,61.0,26,416.13
2861,125,11,medium,162,0.02,0.0,0.162,1.205,0.339,0.15,0.029,44.3,2,1326.71
2862,140,1,micro,1,0.0,0.0,0.161,1.246,0.129,0.173,0.067,84.0,2,186.32
2863,162,11,small,10,0.0,0.0,0.548,1.036,0.189,0.055,0.019,2.8,20,472.76
2864,195,8,small,9,0.0,0.0,0.168,1.607,0.21,0.192,0.025,36.5,10,218.18
2865,58,14,small,71,0.0,0.0,0.276,0.829,0.21,0.121,0.03,47.5,20,206.7
2866,3,5,small,59,0.01,0.0,0.442,1.853,0.244,0.119,0.031,9.2,16,680.64
2867,113,12,small,5,0.0,0.0,0.649,0.773,0.333,0.117,0.041,34.7,4,1742.79
2868,179,11,large,83,0.0,0.0,0.352,0.725,0.357,0.226,0.035,8.8,9,1808.04
2869,63,10,large,520,0.02,0.01,0.419,1.228,0.129,0.075,0.019,18.5,26,44.87
2870,156,2,small,52,0.0,0.0,0.152,1.063,0.189,0.193,0.079,40.8,1,958.89
2871,73,9,micro,15,0.0,0.0,0.252,1.087,0.27,0.044,0.032,3.4,11,709.56
2872,89,11,micro,3,0.0,0.0,0.224,1.272,0.129,0.151,0.014,17.3,7,247.96
2873,182,18,small,15,0.0,0.0,0.283,1.085,0.129,0.123,0.028,47.0,5,50.86
2874,106,9,medium,25,0.0,0.0,0.309,1.335,0.292,0.084,0.027,12.8,4,978.66
2875,153,12,small,9,0.0,0.0,0.106,0.684,0.163,0.207,0.019,122.6,5,187.21
2876,118,11,small,21,0.0,0.0,0.059,0.678,0.163,0.201,0.023,66.9,6,465.37
2877,157,3,large,73,0.01,0.0,0.085,1.545,0.189,0.189,0.072,23.6,6,238.37
2878,73,3,small,56,0.0,0.0,0.234,0.973,0.27,0.238,0.068,107.3,19,709.56
2879,177,14,micro,36,0.0,0.0,0.351,0.582,0.228,0.111,0.034,24.1,35,634.94
2880,118,10,micro,1,0.0,0.0,0.056,1.003,0.189,0.107,0.017,14.6,2,465.37
2881,71,17,micro,3,0.0,0.0,0.368,1.743,0.282,0.18,0.03,42.8,17,690.93
2882,6,18,micro,9,0.0,0.0,0.133,0.776,0.189,0.173,0.029,11.2,8,719.97
2883,2,5,micro,23,0.0,0.0,0.145,1.049,0.129,0.188,0.019,96.9,40,283.64
2884,81,2,small,40,0.0,0.0,0.221,0.785,0.129,0.012,0.065,42.1,8,212.11
2885,54,6,micro,7,0.0,0.0,0.329,0.811,0.163,0.025,0.018,15.2,66,416.13
2886,6,1,micro,2,0.0,0.0,0.587,1.53,0.282,0.078,0.073,22.8,3,719.97
2887,119,15,medium,67,0.0,0.0,0.247,0.651,0.189,0.077,0.028,102.6,5,314.8
2888,195,2,small,13,0.0,0.0,0.269,0.997,0.129,0.136,0.055,81.2,7,218.18
2889,99,17,small,27,0.0,0.0,0.724,0.647,0.189,0.024,0.013,65.1,7,117.38
2890,118,8,small,37,0.0,0.0,0.311,0.507,0.228,0.209,0.016,16.6,27,465.37
2891,55,5,micro,52,0.0,0.0,0.217,0.985,0.163,0.139,0.023,130.4,4,376.64
2892,53,10,small,16,0.0,0.0,0.299,1.041,0.244,0.205,0.022,20.6,11,273.6
2893,73,12,large,179,0.01,0.0,0.193,0.961,0.21,0.157,0.019,24.4,15,709.56
2894,167,14,micro,4,0.0,0.0,0.575,0.847,0.258,0.162,0.032,84.4,9,989.1
2895,185,6,medium,93,0.0,0.0,0.235,1.028,0.129,0.019,0.025,132.8,2,303.08
2896,156,19,small,13,0.0,0.0,0.167,0.906,0.228,0.249,0.037,34.2,31,958.89
2897,3,8,medium,14,0.0,0.0,0.046,0.508,0.228,0.129,0.026,54.3,14,680.64
2898,106,16,micro,2,0.0,0.0,0.312,0.981,0.27,0.08,0.026,42.2,6,978.66
2899,98,0,small,16,0.0,0.0,0.303,1.231,0.163,0.019,0.058,30.3,34,149.17
2900,179,15,micro,27,0.0,0.0,0.239,1.748,0.326,0.183,0.032,2.0,26,1808.04
2901,156,11,micro,23,0.0,0.0,0.198,0.963,0.228,0.055,0.022,80.3,2,958.89
2902,149,12,small,14,0.0,0.0,0.421,0.744,0.163,0.086,0.018,21.8,5,199.73
2903,120,7,small,65,0.0,0.0,0.144,0.621,0.228,0.107,0.017,160.1,21,327.35
2904,135,10,large,623,0.09,0.01,0.163,0.764,0.282,0.073,0.033,25.7,11,699.2
2905,145,18,small,40,0.0,0.0,0.211,1.089,0.129,0.204,0.031,13.1,11,324.35
2906,119,7,micro,32,0.0,0.0,0.205,1.364,0.21,0.039,0.028,167.7,24,314.8
2907,171,2,micro,5,0.0,0.0,0.107,0.723,0.163,0.028,0.06,108.7,4,65.64
2908,6,14,small,89,0.01,0.0,0.273,0.826,0.244,0.135,0.027,46.9,14,719.97
2909,180,10,small,8,0.0,0.0,0.477,1.345,0.21,0.104,0.027,23.0,4,277.46
2910,161,8,small,20,0.0,0.0,0.196,1.279,0.21,0.16,0.024,31.4,10,326.06
2911,113,15,medium,137,0.01,0.0,0.264,1.288,0.339,0.27,0.047,18.9,6,1742.79
2912,175,11,micro,3,0.0,0.0,0.333,1.628,0.21,0.069,0.033,43.0,18,339.4
2913,167,12,large,49,0.0,0.0,0.428,0.947,0.244,0.182,0.029,146.1,5,989.1
2914,98,18,small,15,0.0,0.0,0.295,1.066,0.189,0.051,0.026,37.4,5,149.17
2915,167,1,medium,141,0.0,0.0,0.229,1.191,0.282,0.25,0.074,11.8,30,989.1
2916,47,5,large,234,0.01,0.0,0.416,1.395,0.21,0.184,0.029,148.5,2,427.14
2917,108,17,small,19,0.0,0.0,0.121,1.274,0.163,0.058,0.029,7.4,14,192.01
2918,58,15,micro,12,0.0,0.0,0.423,1.491,0.129,0.172,0.018,24.8,14,206.7
2919,31,3,medium,22,0.0,0.0,0.321,0.904,0.318,0.216,0.07,38.7,8,946.03
2920,179,3,small,52,0.0,0.0,0.277,0.887,0.352,0.207,0.076,31.6,16,1808.04
2921,82,16,medium,6,0.0,0.0,0.413,1.043,0.189,0.105,0.023,226.6,20,650.6
2922,141,11,medium,58,0.0,0.0,0.277,0.913,0.27,0.119,0.019,2.1,3,548.48
2923,86,17,micro,6,0.0,0.0,0.68,1.494,0.163,0.189,0.026,22.0,5,370.7
2924,118,18,small,13,0.0,0.0,0.2,1.435,0.189,0.22,0.029,0.8,33,465.37
2925,80,1,small,31,0.0,0.0,0.275,0.835,0.129,0.131,0.059,175.3,3,119.14
2926,156,19,medium,119,0.0,0.0,0.473,0.968,0.228,0.143,0.04,66.2,27,958.89
2927,162,14,small,11,0.0,0.0,0.381,1.261,0.163,0.116,0.033,38.9,8,472.76
2928,104,16,small,25,0.0,0.0,0.388,1.449,0.163,0.126,0.018,37.0,1,126.31
2929,175,12,small,37,0.0,0.0,0.268,0.918,0.228,0.078,0.024,224.9,6,339.4
2930,82,6,small,55,0.02,0.0,0.263,1.816,0.258,0.038,0.026,5.1,6,650.6
2931,157,11,small,99,0.01,0.0,0.226,1.365,0.163,0.159,0.018,98.7,19,238.37
2932,135,10,small,11,0.0,0.0,0.061,1.695,0.282,0.127,0.037,92.8,13,699.2
2933,106,18,large,161,0.01,0.0,0.318,1.001,0.292,0.163,0.024,7.4,9,978.66
2934,179,11,micro,21,0.0,0.0,0.063,1.283,0.357,0.212,0.042,30.4,19,1808.04
2935,122,0,micro,1,0.0,0.0,0.396,1.442,0.228,0.226,0.062,34.2,7,603.53
2936,168,13,small,4,0.0,0.0,0.02,1.176,0.129,0.179,0.016,72.2,17,116.12
2937,155,1,medium,82,0.01,0.0,0.335,1.514,0.163,0.114,0.068,23.5,3,72.65
2938,114,18,small,8,0.0,0.0,0.452,0.902,0.163,0.173,0.028,5.3,9,122.44
2939,73,9,medium,176,0.01,0.0,0.035,0.643,0.27,0.108,0.035,39.3,6,709.56
2940,183,19,small,99,0.01,0.0,0.182,1.101,0.228,0.158,0.03,36.3,2,240.44
2941,7,0,micro,8,0.0,0.0,0.255,1.177,0.228,0.126,0.066,34.3,3,319.72
2942,179,10,micro,7,0.0,0.0,0.412,1.275,0.368,0.219,0.031,8.5,3,1808.04
2943,113,4,medium,556,0.01,0.0,0.192,1.108,0.326,0.163,0.083,14.7,23,1742.79
2944,156,12,small,28,0.0,0.0,0.312,0.947,0.228,0.207,0.035,5.2,8,958.89
2945,75,9,small,18,0.0,0.0,0.052,1.713,0.129,0.03,0.026,11.2,5,337.61
2946,87,11,micro,3,0.0,0.0,0.23,1.162,0.163,0.106,0.031,230.0,8,206.18
2947,47,7,micro,15,0.0,0.0,0.074,1.529,0.189,0.052,0.024,0.4,6,427.14
2948,184,1,micro,2,0.0,0.0,0.162,0.831,0.129,0.174,0.051,80.8,13,118.69
2949,6,2,micro,4,0.0,0.0,0.348,0.868,0.258,0.176,0.068,73.3,7,719.97
2950,88,17,medium,45,0.0,0.0,0.242,1.077,0.163,0.043,0.024,31.0,3,87.38
2951,75,14,micro,10,0.0,0.0,0.094,1.109,0.189,0.151,0.025,76.4,24,337.61
2952,167,15,medium,425,0.01,0.0,0.444,0.808,0.27,0.186,0.033,95.8,9,989.1
2953,113,2,medium,770,0.07,0.01,0.227,1.17,0.387,0.195,0.077,30.4,11,1742.79
2954,40,0,micro,15,0.0,0.0,0.235,1.23,0.228,0.029,0.066,26.8,12,310.59
2955,113,0,micro,34,0.0,0.0,0.321,1.345,0.282,0.254,0.086,37.9,1,1742.79
2956,59,10,micro,7,0.0,0.0,0.475,1.395,0.21,0.106,0.023,7.6,2,393.68
2957,3,10,small,27,0.0,0.0,0.042,0.956,0.228,0.069,0.036,55.0,36,680.64
2958,118,2,micro,8,0.0,0.0,0.241,1.023,0.189,0.205,0.073,150.4,10,465.37
2959,82,6,small,16,0.0,0.0,0.063,0.966,0.258,0.077,0.021,32.2,26,650.6
2960,59,10,micro,13,0.0,0.0,0.486,0.963,0.21,0.087,0.024,32.0,7,393.68
2961,41,13,small,53,0.0,0.0,0.284,0.924,0.189,0.132,0.023,8.6,11,176.16
2962,106,16,micro,12,0.0,0.0,0.222,0.872,0.27,0.181,0.032,18.4,7,978.66
2963,177,12,small,8,0.0,0.0,0.52,0.725,0.129,0.215,0.026,45.8,3,634.94
2964,156,0,small,145,0.02,0.0,0.215,1.858,0.244,0.217,0.066,50.9,3,958.89
2965,0,11,micro,35,0.0,0.0,0.269,1.059,0.189,0.032,0.019,41.9,2,243.89
