individual_id,city_id,age_group,age,education,monthly_income,monthly_rent,commute_minutes,commute_satisfaction,wechat_contacts,friends_met_weekly,loneliness_score,job_satisfaction,housing_satisfaction,life_satisfaction,well_being_score,city_population,pop_group
4157,167,55+,60,本科,8833.7,2305.2,35.7,8.4,75,3.3,5.2,8.8,7.6,5.8,5.6,989.1,8
4158,94,46-55,50,硕士,11379.2,1242.6,17.3,5.8,37,4.5,1.7,7.0,8.0,4.1,5.2,100.27,0
4159,120,46-55,50,博士,17134.1,1389.0,17.7,8.2,25,5.3,3.5,4.9,7.1,5.9,4.6,327.35,4
4160,167,26-35,30,高中及以下,3785.0,2532.5,40.9,7.8,52,4.5,4.0,6.1,6.2,4.8,4.3,989.1,8
4161,179,46-55,50,本科,12889.6,5577.2,61.2,6.3,86,3.0,5.7,6.4,3.7,5.0,3.5,1808.04,9
4162,20,26-35,30,高中及以下,2529.0,2546.0,28.4,8.9,29,4.5,3.6,6.7,4.6,5.9,4.4,642.68,6
4163,165,55+,60,博士,16537.2,908.2,10.7,9.9,48,5.2,3.2,6.9,10.0,5.8,6.0,224.25,3
4164,113,36-45,40,硕士,11203.0,4056.7,55.0,5.9,93,3.2,4.4,7.1,4.3,6.6,4.5,1742.79,9
4165,125,46-55,50,博士,16559.7,3736.2,36.0,7.9,65,5.3,4.6,7.4,5.6,9.1,5.7,1326.71,8
4166,84,55+,60,硕士,11915.7,1424.1,19.7,7.8,23,5.8,1.0,6.9,8.1,4.7,5.5,66.12,0
4167,12,55+,60,高中及以下,2534.7,818.6,13.2,8.9,20,6.7,2.2,5.8,6.0,8.8,5.6,189.04,2
4168,183,26-35,30,高中及以下,2991.4,369.9,17.9,9.8,34,4.2,4.0,3.0,5.4,6.5,3.7,240.44,3
4169,180,36-45,40,本科,7870.9,1055.9,16.9,8.3,16,3.9,4.1,4.0,7.0,6.1,4.3,277.46,4
4170,47,26-35,30,博士,13916.8,969.9,18.6,7.4,46,5.6,3.0,5.9,6.5,7.5,5.3,427.14,6
4171,84,36-45,40,硕士,6766.6,313.6,12.8,8.9,13,4.3,2.8,4.8,8.9,2.4,4.2,66.12,0
4172,124,18-25,22,高中及以下,3392.3,2012.9,15.6,7.7,47,5.1,3.1,5.8,5.3,3.5,3.7,266.9,4
4173,119,26-35,30,本科,9384.8,738.8,8.8,8.2,26,6.0,3.4,4.1,6.6,5.5,4.1,314.8,4
4174,29,36-45,40,高中及以下,2984.6,727.8,10.9,7.1,35,4.9,1.7,3.6,7.9,5.2,4.5,110.86,1
4175,2,36-45,40,大专,5452.6,858.1,20.8,8.1,27,5.1,3.0,3.0,7.6,3.5,3.6,283.64,4
4176,192,36-45,40,本科,6724.3,200.0,19.7,9.4,33,6.9,4.1,1.3,5.0,6.2,3.0,183.85,2
4177,194,18-25,22,硕士,11576.5,735.4,20.2,8.6,43,6.5,2.4,4.2,9.8,3.6,4.7,176.48,2
4178,118,26-35,30,博士,20805.0,1201.5,23.2,7.5,32,5.8,3.9,5.3,5.0,5.1,3.8,465.37,6
4179,98,36-45,40,硕士,7408.3,200.0,5.0,7.7,39,6.4,3.3,3.2,9.7,7.5,5.4,149.17,1
4180,186,55+,60,本科,7410.7,1374.7,24.4,9.0,37,4.6,4.9,4.4,10.0,3.7,4.5,238.23,3
4181,106,55+,60,大专,5368.3,2328.8,46.3,7.0,56,5.6,4.6,6.2,8.8,6.2,5.4,978.66,8
4182,106,18-25,22,本科,6915.6,2900.8,29.0,8.5,49,4.1,4.2,8.5,5.7,5.1,4.9,978.66,8
4183,29,36-45,40,高中及以下,3236.1,1023.6,12.5,8.8,32,5.7,2.2,7.0,7.3,6.3,5.6,110.86,1
4184,81,26-35,30,本科,7388.5,1396.4,13.4,7.2,39,4.5,1.0,6.1,6.7,6.9,5.5,212.11,3
4185,134,46-55,50,大专,6023.0,553.4,12.3,8.6,27,5.3,2.8,4.4,8.3,1.7,3.7,59.18,0
4186,151,55+,60,本科,5436.0,825.0,12.1,6.3,5,3.2,2.7,5.7,8.7,5.2,5.2,209.86,3
4187,198,36-45,40,本科,6051.3,1678.7,9.5,8.1,49,5.6,2.4,5.5,7.9,6.6,5.4,157.31,1
4188,162,36-45,40,本科,8084.4,1160.2,20.2,8.0,9,5.2,3.9,6.1,4.6,4.9,3.9,472.76,6
4189,140,55+,60,本科,9123.0,1224.1,23.6,7.5,32,5.9,5.0,5.5,8.3,7.0,5.2,186.32,2
4190,42,36-45,40,博士,14267.6,200.0,18.9,9.7,19,5.0,3.8,5.6,8.1,4.4,4.6,132.2,1
4191,78,46-55,50,大专,3675.2,467.1,15.1,8.2,40,8.0,3.1,7.8,5.9,6.5,5.3,162.68,1
4192,150,36-45,40,博士,15385.5,661.2,11.3,7.8,20,5.1,3.0,5.8,8.8,7.5,5.9,190.66,2
4193,106,36-45,40,本科,8099.6,2807.9,33.5,5.3,51,4.4,3.1,5.9,7.5,6.4,5.2,978.66,8
4194,156,46-55,50,硕士,16733.4,2722.8,34.0,7.7,29,5.5,5.6,5.1,4.5,5.8,3.6,958.89,8
4195,135,46-55,50,大专,6108.3,2912.1,31.3,7.2,33,3.7,3.6,5.5,9.5,5.4,5.3,699.2,7
4196,106,36-45,40,高中及以下,4190.5,1390.7,35.3,7.8,61,3.3,5.8,6.3,4.4,5.2,3.7,978.66,8
4197,73,55+,60,硕士,9200.3,1898.3,33.3,8.7,32,3.4,4.4,7.0,7.2,5.2,4.9,709.56,7
4198,35,26-35,30,高中及以下,2500.8,445.1,10.6,9.1,51,8.1,2.9,3.6,7.7,7.2,4.9,43.78,0
4199,98,26-35,30,高中及以下,3516.2,1371.5,11.2,8.3,29,5.7,4.7,3.9,7.4,6.4,4.4,149.17,1
4200,138,36-45,40,本科,6848.0,324.9,6.8,7.9,31,4.7,1.4,5.4,9.1,6.2,5.7,334.79,4
4201,12,36-45,40,高中及以下,3734.0,910.6,13.6,8.5,17,5.2,2.3,7.6,3.4,5.8,4.5,189.04,2
4202,71,55+,60,硕士,10444.8,1800.9,28.6,8.5,37,4.6,4.2,9.8,6.8,5.2,5.6,690.93,7
4203,31,18-25,22,大专,4667.6,1552.4,35.2,4.7,36,4.9,5.3,6.4,4.5,3.6,3.4,946.03,7
4204,67,36-45,40,高中及以下,3282.2,2176.5,19.7,8.8,33,5.8,1.4,6.8,6.9,7.2,5.8,404.86,5
4205,164,18-25,22,大专,6356.8,1270.0,16.9,8.4,23,4.0,3.1,3.3,8.0,4.6,4.1,388.92,5
4206,86,18-25,22,硕士,11551.0,1372.2,18.7,8.5,49,5.6,2.2,6.0,6.1,2.6,3.9,370.7,5
4207,176,46-55,50,硕士,12674.7,692.6,18.3,7.0,27,6.6,2.7,6.1,6.3,4.0,4.3,150.36,1
4208,152,36-45,40,高中及以下,3600.4,785.3,10.6,9.8,19,7.0,1.4,7.2,9.6,4.4,5.9,75.19,0
4209,81,18-25,22,博士,16839.7,999.4,5.0,8.3,24,6.2,3.0,6.0,4.9,4.8,4.1,212.11,3
4210,36,36-45,40,本科,5914.6,1164.8,12.7,7.7,45,5.3,3.6,5.7,2.6,2.2,2.5,182.89,2
4211,0,36-45,40,本科,6593.7,1149.0,17.8,8.7,24,5.6,3.3,5.2,9.9,7.3,5.9,243.89,3
4212,93,18-25,22,高中及以下,3472.4,425.9,5.0,8.6,24,5.7,4.5,4.9,8.4,6.5,5.0,106.95,0
4213,113,26-35,30,高中及以下,4106.1,5545.8,46.8,6.8,79,2.1,8.2,3.8,5.0,6.3,3.1,1742.79,9
4214,102,55+,60,本科,8400.0,1734.4,5.0,8.7,29,7.3,2.1,5.5,8.1,4.5,4.9,105.35,0
4215,81,46-55,50,高中及以下,3018.2,1047.5,7.2,8.1,31,5.8,1.5,6.0,10.0,6.7,6.3,212.11,3
4216,151,36-45,40,硕士,8188.8,200.0,12.5,8.4,38,4.8,4.1,4.7,7.3,5.7,4.5,209.86,3
4217,20,46-55,50,本科,7160.3,2383.2,32.0,9.9,60,5.1,5.0,6.4,6.6,4.8,4.4,642.68,6
4218,23,26-35,30,高中及以下,4791.4,966.8,8.8,9.4,32,4.2,2.9,5.9,3.6,5.9,4.0,35.7,0
4219,116,46-55,50,本科,6170.8,200.0,9.7,8.3,12,5.3,3.0,5.5,6.8,5.4,4.6,143.35,1
4220,4,55+,60,博士,16832.8,425.5,22.8,9.7,14,5.0,3.2,5.2,8.0,4.1,4.5,117.43,1
4221,86,36-45,40,大专,4154.8,1343.9,19.6,10.0,54,6.2,3.3,7.5,5.0,6.5,5.0,370.7,5
4222,47,18-25,22,本科,7615.7,995.1,29.7,7.5,27,5.3,1.9,7.3,8.1,7.8,6.4,427.14,6
4223,51,46-55,50,大专,3735.7,200.0,19.3,9.9,27,5.1,1.0,7.4,8.9,5.0,5.9,100.98,0
4224,107,36-45,40,高中及以下,2145.0,1393.3,9.1,8.2,30,5.3,2.1,4.2,7.2,4.1,4.1,176.72,2
4225,113,18-25,22,硕士,13702.6,5475.1,52.3,6.7,54,2.1,6.3,9.0,4.6,7.3,5.1,1742.79,9
4226,91,18-25,22,硕士,8499.1,1548.8,16.5,7.9,39,4.9,4.1,6.9,8.2,5.5,5.3,390.98,5
4227,31,36-45,40,硕士,10153.4,3369.2,35.4,6.3,59,3.8,4.2,4.5,5.8,7.4,4.5,946.03,7
4228,106,36-45,40,博士,15113.6,3187.2,30.3,7.9,45,4.0,3.2,5.5,5.6,7.9,5.0,978.66,8
4229,164,36-45,40,本科,6314.8,1212.6,14.2,8.9,28,4.7,2.7,2.3,5.0,7.3,3.8,388.92,5
4230,140,26-35,30,硕士,12453.0,1720.5,17.9,9.0,15,3.9,2.0,5.7,9.1,5.9,5.6,186.32,2
4231,113,46-55,50,硕士,13231.0,3847.2,52.4,7.9,106,2.9,6.3,10.0,6.8,7.2,6.0,1742.79,9
4232,31,18-25,22,硕士,11742.8,3501.3,34.2,5.9,59,3.9,5.5,5.9,5.7,6.5,4.4,946.03,7
4233,125,26-35,30,高中及以下,3346.3,4214.9,46.4,6.3,74,4.8,5.6,7.6,5.5,6.2,4.7,1326.71,8
4234,113,46-55,50,高中及以下,6764.6,4658.4,57.9,5.1,88,3.5,4.7,9.6,6.7,5.6,5.6,1742.79,9
4235,167,46-55,50,本科,7129.4,2719.0,39.3,5.3,52,5.6,4.2,4.9,7.4,7.0,4.9,989.1,8
4236,34,36-45,40,本科,9828.5,1551.0,17.2,9.1,11,5.3,2.4,5.3,7.8,9.5,6.1,337.83,5
4237,85,18-25,22,高中及以下,2741.9,200.0,13.2,8.4,32,5.9,2.9,5.0,8.3,8.3,5.8,89.86,0
4238,20,18-25,22,大专,5112.8,3035.2,31.6,8.7,45,3.9,3.5,4.3,6.9,5.8,4.4,642.68,6
4239,113,26-35,30,博士,12122.1,4650.5,49.9,5.9,58,1.2,5.5,7.6,5.0,4.3,4.0,1742.79,9
4240,179,26-35,30,硕士,17394.6,4806.1,61.5,5.4,88,0.9,5.6,5.4,4.8,3.7,3.2,1808.04,9
4241,183,36-45,40,大专,4339.6,1556.4,20.5,8.4,14,5.3,2.0,5.5,7.9,8.4,5.9,240.44,3
4242,3,36-45,40,高中及以下,3559.0,2211.1,29.9,6.9,36,4.7,2.8,6.9,7.1,4.1,4.8,680.64,7
4243,82,26-35,30,硕士,13266.7,1939.2,32.8,6.1,53,4.2,3.3,3.1,5.3,7.9,4.2,650.6,7
4244,72,46-55,50,本科,5501.1,278.5,18.4,10.0,20,6.6,4.9,6.1,9.5,5.9,5.4,143.19,1
4245,128,26-35,30,本科,9540.5,712.6,16.8,9.0,31,5.8,2.8,6.7,7.2,4.8,4.9,163.96,2
4246,145,26-35,30,高中及以下,2865.4,2031.0,7.2,9.9,5,6.5,4.3,7.0,6.9,6.2,5.1,324.35,4
4247,45,26-35,30,本科,7417.7,273.9,5.0,9.2,17,5.2,1.2,4.8,10.0,6.9,6.0,72.25,0
4248,42,46-55,50,高中及以下,2892.1,1383.2,8.0,9.3,26,6.3,4.2,3.6,8.3,4.2,4.0,132.2,1
4249,66,46-55,50,大专,4643.9,358.1,9.1,8.8,18,5.1,4.0,5.9,9.2,6.6,5.6,138.1,1
4250,3,46-55,50,硕士,13226.0,1875.9,23.8,7.0,8,4.1,2.8,4.8,5.5,5.8,4.2,680.64,7
4251,120,18-25,22,大专,4537.7,1887.4,18.4,9.9,46,3.9,3.9,4.2,7.0,6.2,4.4,327.35,4
4252,143,46-55,50,本科,6702.7,200.0,16.6,9.0,17,4.0,1.5,3.5,10.0,3.4,4.6,178.51,2
4253,0,26-35,30,大专,3774.8,2126.5,21.7,6.4,15,6.4,1.8,7.0,8.1,7.8,6.3,243.89,3
4254,96,46-55,50,大专,4085.4,1819.4,21.9,7.5,30,3.5,3.8,1.0,8.9,7.5,4.4,199.56,2
4255,105,26-35,30,本科,7387.3,292.0,20.9,6.7,25,5.4,2.8,6.4,4.6,5.6,4.3,222.31,3
4256,125,55+,60,本科,14577.5,3795.4,41.1,7.2,86,2.8,3.1,4.4,6.4,8.4,5.0,1326.71,8
4257,156,36-45,40,本科,9296.0,3352.0,35.8,6.6,35,4.7,6.2,7.0,7.9,7.5,5.5,958.89,8
4258,175,26-35,30,高中及以下,3161.2,2310.3,14.5,7.8,40,4.9,2.9,4.2,6.5,1.7,3.1,339.4,5
4259,34,36-45,40,硕士,10798.4,1894.2,13.9,10.0,26,3.8,2.6,5.9,7.6,3.8,4.6,337.83,5
4260,86,18-25,22,高中及以下,3920.1,3037.2,22.5,7.4,20,4.2,3.6,4.7,7.8,9.1,5.7,370.7,5
4261,125,18-25,22,硕士,12782.8,2823.7,51.3,7.0,75,3.8,6.6,5.9,4.0,7.1,3.9,1326.71,8
4262,108,18-25,22,本科,6194.3,488.4,11.4,7.8,18,5.3,2.4,6.8,7.7,4.0,4.9,192.01,2
4263,136,26-35,30,高中及以下,2602.0,1404.4,10.3,8.2,16,6.4,3.1,5.0,9.5,4.8,5.1,67.81,0
4264,119,26-35,30,高中及以下,2634.4,1389.2,21.5,7.3,19,3.2,3.1,4.4,6.3,4.8,4.0,314.8,4
4265,73,36-45,40,大专,7164.1,3705.8,22.3,8.9,47,4.1,2.7,7.4,6.7,6.0,5.4,709.56,7
4266,179,26-35,30,硕士,12157.6,5727.3,53.7,6.6,65,2.0,7.6,9.5,2.0,4.8,3.6,1808.04,9
4267,167,55+,60,硕士,10521.6,3345.2,38.3,7.7,53,5.0,5.7,4.0,6.5,5.3,3.7,989.1,8
4268,151,18-25,22,本科,10924.9,1248.3,14.8,8.6,23,4.0,1.6,3.6,6.5,3.9,3.8,209.86,3
4269,85,36-45,40,高中及以下,4022.9,694.8,11.3,8.9,36,4.5,2.8,4.3,8.3,5.9,4.9,89.86,0
4270,6,26-35,30,高中及以下,2817.8,2165.4,38.0,7.3,40,1.8,3.9,6.2,5.4,3.3,3.7,719.97,7
4271,191,18-25,22,大专,4712.8,1130.2,21.3,7.8,9,5.2,3.3,3.8,5.6,4.9,3.6,349.46,5
4272,140,36-45,40,高中及以下,2770.0,1548.6,17.3,10.0,5,6.9,1.5,4.4,7.3,5.9,4.8,186.32,2
4273,66,26-35,30,硕士,10348.9,1335.5,9.3,9.5,5,5.8,2.4,4.8,5.9,4.4,4.0,138.1,1
4274,105,18-25,22,高中及以下,5103.5,1927.2,5.0,7.6,8,4.5,5.0,4.7,5.0,4.9,3.5,222.31,3
4275,59,46-55,50,本科,9179.5,1704.5,25.3,10.0,30,6.4,3.2,3.4,6.3,6.2,4.1,393.68,5
4276,154,36-45,40,本科,5347.7,648.4,10.3,8.2,29,4.7,3.1,5.3,10.0,6.8,5.9,198.95,2
4277,133,18-25,22,高中及以下,5026.6,1358.3,15.5,8.8,42,5.7,2.7,4.8,10.0,5.5,5.4,238.31,3
4278,113,18-25,22,高中及以下,6398.9,4711.7,55.0,6.3,78,1.3,5.0,4.8,6.3,7.9,4.7,1742.79,9
4279,82,18-25,22,本科,7047.2,2059.1,21.3,8.8,66,5.0,4.7,3.7,6.8,3.1,3.2,650.6,7
4280,70,18-25,22,硕士,15562.9,1059.3,17.6,8.8,28,5.4,1.8,7.9,5.9,8.2,6.0,213.02,3
4281,166,46-55,50,高中及以下,3663.3,1363.0,18.7,9.2,33,5.7,3.0,6.8,5.9,6.4,5.0,337.67,5
4282,86,26-35,30,本科,5581.1,1681.5,5.0,7.5,35,4.4,3.1,6.7,8.4,6.1,5.6,370.7,5
4283,106,36-45,40,大专,4995.1,2827.2,38.6,6.6,70,4.2,5.4,5.4,5.2,4.0,3.4,978.66,8
4284,40,18-25,22,本科,8861.4,1785.4,18.3,7.8,19,7.6,3.4,8.1,7.1,5.8,5.5,310.59,4
4285,175,26-35,30,本科,8737.3,1450.4,19.6,8.1,43,5.7,5.0,8.2,5.0,7.7,5.3,339.4,5
4286,58,46-55,50,高中及以下,2582.3,1989.6,13.0,10.0,11,6.1,2.1,6.6,7.1,6.5,5.5,206.7,3
4287,39,46-55,50,高中及以下,3298.7,1125.8,10.5,9.2,43,6.8,3.0,5.3,7.8,8.0,5.6,180.7,2
4288,125,26-35,30,大专,3842.8,3845.9,51.8,7.2,69,4.4,5.6,7.0,5.0,5.9,4.3,1326.71,8
4289,31,46-55,50,大专,3680.3,3083.3,31.5,7.9,48,2.9,4.9,6.0,4.2,6.4,4.0,946.03,7
4290,192,18-25,22,本科,5645.1,1601.9,17.6,8.4,41,7.3,3.4,4.2,4.4,5.5,3.5,183.85,2
4291,118,26-35,30,大专,6596.5,1273.2,26.9,8.1,8,6.3,2.6,6.2,6.9,3.9,4.5,465.37,6
4292,6,18-25,22,硕士,10242.4,2268.1,23.2,6.8,38,5.8,3.8,4.0,8.4,8.2,5.3,719.97,7
4293,31,46-55,50,硕士,11078.2,2330.5,33.1,6.3,46,4.2,6.1,5.5,6.3,4.1,3.7,946.03,7
4294,180,46-55,50,硕士,8581.9,1233.4,18.9,8.5,15,4.1,3.4,2.4,6.8,6.5,4.0,277.46,4
4295,116,18-25,22,本科,4948.7,1003.2,16.2,8.3,18,5.7,4.1,6.2,7.8,4.8,4.8,143.35,1
4296,77,46-55,50,大专,5596.8,200.0,15.3,9.6,24,5.3,3.0,4.5,7.7,1.5,3.5,110.06,1
4297,143,26-35,30,高中及以下,4141.5,333.0,6.8,7.4,33,6.7,2.6,4.8,7.6,5.3,4.7,178.51,2
4298,82,26-35,30,高中及以下,3415.7,2383.6,19.1,8.3,45,4.3,5.0,6.5,8.8,6.9,5.6,650.6,7
4299,31,36-45,40,大专,6575.1,2259.9,28.3,7.9,47,3.4,5.5,5.4,7.2,6.9,4.8,946.03,7
4300,156,26-35,30,本科,8557.6,2610.3,37.3,7.6,73,4.5,5.7,5.4,4.5,5.3,3.5,958.89,8
4301,81,36-45,40,高中及以下,3248.5,547.0,15.9,8.9,9,7.1,3.8,4.2,7.2,6.1,4.5,212.11,3
4302,193,36-45,40,大专,4607.5,1298.7,10.9,9.6,35,6.9,2.9,2.5,7.8,4.4,3.8,42.7,0
4303,64,46-55,50,博士,14936.5,999.3,16.2,7.7,47,4.3,4.2,4.5,6.8,5.9,4.3,334.46,4
4304,15,18-25,22,大专,4857.3,1096.4,19.2,8.9,5,6.9,2.5,5.0,8.2,5.3,4.9,84.58,0
4305,122,36-45,40,本科,5571.6,2644.3,29.8,7.3,30,4.0,3.2,7.1,7.4,3.7,4.7,603.53,6
4306,20,18-25,22,硕士,15329.4,1939.5,30.3,6.0,74,4.5,4.7,3.2,8.3,4.6,3.9,642.68,6
4307,162,26-35,30,高中及以下,2641.8,1157.0,24.6,8.7,32,4.9,5.7,4.3,9.7,5.5,4.8,472.76,6
4308,82,46-55,50,本科,7658.3,2104.3,29.3,7.0,53,4.6,3.2,5.2,8.3,7.5,5.5,650.6,7
4309,191,46-55,50,硕士,9017.5,1839.3,19.1,8.8,38,6.4,3.9,4.7,7.2,4.6,4.2,349.46,5
4310,179,26-35,30,本科,11218.1,5331.9,53.4,7.6,62,3.3,6.7,6.4,5.8,5.8,4.2,1808.04,9
4311,113,26-35,30,硕士,15107.5,5347.8,49.9,5.5,67,2.0,7.2,9.4,5.4,5.6,4.8,1742.79,9
4312,77,36-45,40,高中及以下,3435.7,1198.1,17.7,8.2,27,5.6,3.0,5.4,6.6,6.9,5.0,110.06,1
4313,195,26-35,30,高中及以下,3554.2,200.0,14.8,7.9,40,4.9,2.3,4.5,5.7,6.5,4.4,218.18,3
4314,78,26-35,30,博士,19751.8,852.9,5.4,8.9,34,6.3,4.2,4.9,8.1,5.3,4.6,162.68,1
4315,27,26-35,30,本科,10567.1,2377.2,13.1,8.9,22,6.4,2.6,3.7,7.8,4.6,4.2,216.09,3
4316,153,36-45,40,本科,7541.0,1438.9,10.7,10.0,5,5.1,1.9,3.1,9.8,8.5,5.8,187.21,2
4317,167,18-25,22,大专,5191.2,1923.7,34.0,6.4,52,4.9,4.8,7.6,6.4,4.6,4.6,989.1,8
4318,72,36-45,40,本科,7621.1,436.6,15.6,8.1,5,5.0,4.0,6.8,7.6,4.8,4.9,143.19,1
4319,65,36-45,40,高中及以下,5007.1,1849.9,21.5,8.1,35,5.0,4.8,3.5,5.4,8.0,4.1,576.08,6
4320,95,46-55,50,本科,7641.9,922.9,14.3,8.6,9,5.8,3.4,5.4,10.0,6.9,5.9,34.35,0
4321,47,26-35,30,本科,6146.4,1309.5,20.4,7.9,62,7.1,2.9,6.2,6.2,7.1,5.2,427.14,6
4322,179,18-25,22,硕士,14471.0,5343.9,62.8,7.7,98,3.6,9.1,8.9,3.8,6.6,4.2,1808.04,9
4323,173,46-55,50,大专,3444.4,1528.3,14.8,8.8,18,5.3,2.3,5.7,6.9,4.6,4.6,208.75,3
4324,145,26-35,30,高中及以下,3591.1,1517.1,23.6,7.3,44,5.8,5.1,6.3,8.4,5.6,5.1,324.35,4
4325,167,26-35,30,大专,5268.5,3608.0,32.6,8.5,46,3.4,6.1,6.0,4.3,4.7,3.4,989.1,8
4326,59,46-55,50,大专,2990.6,1318.3,12.7,10.0,45,4.2,3.9,5.2,4.5,4.6,3.5,393.68,5
4327,106,36-45,40,高中及以下,3457.3,3338.2,37.0,6.5,58,4.2,4.4,6.7,6.9,6.8,5.2,978.66,8
4328,81,36-45,40,高中及以下,3041.6,1224.5,16.1,6.7,13,5.7,1.6,6.8,7.3,6.7,5.7,212.11,3
4329,167,36-45,40,本科,8453.5,2903.6,28.9,8.5,28,4.3,3.0,5.5,5.7,6.5,4.6,989.1,8
4330,32,36-45,40,硕士,8532.4,762.6,18.7,9.7,28,6.2,2.7,3.8,8.3,3.6,4.1,146.42,1
4331,46,18-25,22,高中及以下,4795.0,400.1,17.9,8.0,13,6.7,1.0,4.5,5.3,4.9,4.1,93.63,0
4332,125,36-45,40,本科,9755.5,3925.1,53.0,5.0,61,5.9,4.1,4.1,5.2,4.4,3.3,1326.71,8
4333,83,26-35,30,本科,11875.1,1463.1,6.9,7.7,10,5.1,4.2,7.8,8.1,4.2,5.1,88.39,0
4334,32,26-35,30,硕士,9488.3,1106.2,17.0,9.4,21,7.2,2.5,4.4,8.0,6.1,4.9,146.42,1
4335,24,18-25,22,硕士,11912.2,1563.6,20.1,8.5,17,4.6,1.0,5.8,8.2,3.7,4.9,86.11,0
4336,106,46-55,50,高中及以下,3779.1,3348.5,29.2,7.4,75,4.9,5.1,6.4,4.6,2.8,3.2,978.66,8
4337,154,26-35,30,高中及以下,3675.2,903.7,18.7,9.5,34,3.9,3.0,2.6,5.0,2.0,2.3,198.95,2
4338,7,55+,60,博士,18561.0,849.1,13.1,10.0,15,5.2,3.0,5.1,10.0,6.1,5.6,319.72,4
4339,154,26-35,30,大专,4966.9,781.6,22.6,7.9,56,5.4,2.2,5.8,8.7,6.1,5.6,198.95,2
4340,125,46-55,50,高中及以下,4521.8,3510.0,41.3,5.2,41,4.2,6.1,6.3,2.5,6.5,3.5,1326.71,8
4341,73,26-35,30,本科,10612.0,2189.0,28.5,7.5,51,4.5,3.9,5.1,5.6,5.2,4.0,709.56,7
4342,4,46-55,50,高中及以下,3072.2,331.2,24.6,7.8,37,4.3,3.6,5.8,9.5,4.8,5.2,117.43,1
4343,191,46-55,50,博士,13655.5,2167.3,15.8,7.9,46,4.7,2.0,4.5,7.7,5.3,4.7,349.46,5
4344,82,18-25,22,大专,4495.5,2117.5,30.0,10.0,16,3.8,4.3,4.8,7.5,8.2,5.2,650.6,7
4345,180,36-45,40,大专,4604.2,773.4,13.8,9.3,28,5.9,2.5,4.1,5.9,6.0,4.2,277.46,4
4346,113,26-35,30,高中及以下,6499.5,5573.9,55.6,6.7,80,3.1,6.5,5.6,6.6,7.1,4.6,1742.79,9
4347,119,46-55,50,本科,9633.1,875.4,14.6,7.1,39,5.7,3.7,2.7,7.1,7.5,4.4,314.8,4
4348,73,55+,60,高中及以下,3591.7,1771.1,22.2,7.3,7,4.4,4.3,5.3,5.6,5.7,4.1,709.56,7
4349,89,26-35,30,博士,14917.5,1300.8,7.3,8.6,38,4.2,2.7,1.0,8.7,6.4,4.2,247.96,3
4350,135,36-45,40,高中及以下,3496.3,1591.8,23.8,7.5,40,4.0,5.4,3.6,9.2,4.9,4.3,699.2,7
4351,106,36-45,40,高中及以下,3627.7,2335.3,39.2,8.3,56,5.3,4.2,7.5,6.9,6.9,5.5,978.66,8
4352,86,46-55,50,硕士,7177.3,822.0,19.3,7.4,33,5.7,4.1,4.7,4.1,2.8,2.7,370.7,5
4353,3,26-35,30,硕士,13763.3,2166.9,18.9,7.2,49,4.1,4.9,7.1,8.7,6.3,5.6,680.64,7
4354,82,55+,60,大专,6114.9,2313.9,22.3,8.4,36,6.5,4.1,4.4,5.9,8.1,4.7,650.6,7
4355,46,46-55,50,大专,4806.2,783.1,5.0,7.7,22,4.8,2.0,7.4,7.4,4.4,5.2,93.63,0
4356,179,46-55,50,本科,8190.9,4682.5,56.6,6.0,69,3.3,5.5,8.5,4.8,8.3,5.4,1808.04,9
4357,60,18-25,22,大专,6563.1,736.0,16.0,9.3,27,5.2,2.8,7.3,4.6,4.1,4.2,91.91,0
4358,9,36-45,40,硕士,11156.4,1209.3,16.2,8.0,23,7.4,1.5,6.3,4.8,4.3,4.2,255.33,4
4359,39,46-55,50,高中及以下,3164.6,803.6,9.7,8.6,22,7.9,2.4,5.9,7.6,8.9,6.1,180.7,2
4360,31,18-25,22,硕士,8360.1,3390.1,31.6,7.5,34,2.4,6.0,5.3,4.8,5.8,3.7,946.03,7
4361,41,46-55,50,大专,5346.1,903.8,13.2,8.4,5,6.2,4.5,4.4,10.0,5.0,4.9,176.16,2
4362,57,26-35,30,本科,9153.5,687.4,10.5,9.1,7,5.4,1.8,6.3,5.0,5.2,4.5,108.94,1
4363,185,46-55,50,本科,9632.4,1176.3,18.0,8.8,41,6.2,3.1,6.2,5.8,4.1,4.2,303.08,4
4364,157,36-45,40,高中及以下,5402.6,1100.2,10.6,7.6,50,5.6,2.7,2.6,7.9,4.5,3.9,238.37,3
4365,54,18-25,22,高中及以下,3027.8,1853.3,30.2,7.7,55,6.4,3.2,6.0,7.3,3.3,4.3,416.13,5
4366,140,26-35,30,硕士,9457.1,1018.5,16.1,10.0,40,5.6,1.4,5.3,7.7,5.3,5.0,186.32,2
4367,133,18-25,22,大专,6813.9,975.7,14.7,8.9,6,5.8,1.4,3.3,6.8,8.3,5.1,238.31,3
4368,73,18-25,22,高中及以下,3646.3,1023.7,30.3,7.3,47,4.4,5.1,6.4,7.2,3.6,4.2,709.56,7
4369,82,55+,60,博士,20886.9,1954.8,24.9,7.4,56,6.3,2.1,7.9,9.1,4.9,6.0,650.6,7
4370,179,26-35,30,高中及以下,4148.9,4748.7,57.8,6.6,64,1.6,5.8,6.2,4.0,4.9,3.5,1808.04,9
